Food	Serving Size	Calories	Fat	Saturated Fat	Cholesterol	Sodium	Carbs	Dietery Fiber	Sugar	Protein	Labels	Ingredients
#2 Jersey Shore's Favorite Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#3 Ham and Provolone Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#14 The Veggie Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#5 The Super Sub Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#7 Turkey and Provolone Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#10 Tuna Fish Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#6  Roast Beef and Provolone Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#13 The Original Italian Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#8 Club Sub Bacon (Mini)	Mini	32.65	2.6	0.92	7.18	124.6	0.03	0	0.03	2.57		(Pork cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite, smoke flavoring) OR (Pork cured with water, less than 2% of salt, sugar, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite) OR (Sliced bacon cured with: water, salt, sugar, sodium phosphate, sodium erythorbate, flavoring, sodium nitrite)
#8 Club Sub Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#9 Club Supreme Bacon (Mini)	Mini	32.65	2.6	0.92	7.18	124.6	0.03	0	0.03	2.57		(Pork cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite, smoke flavoring) OR (Pork cured with water, less than 2% of salt, sugar, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite) OR (Sliced bacon cured with: water, salt, sugar, sodium phosphate, sodium erythorbate, flavoring, sodium nitrite)
#9 Club Supreme Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#1 BLT Bacon (Mini)	Mini	130.6	10.4	3.68	28.72	498.4	0.12	0	0.12	10.28		(Pork cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite, smoke flavoring) OR (Pork cured with water, less than 2% of salt, sugar, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite) OR (Sliced bacon cured with: water, salt, sugar, sodium phosphate, sodium erythorbate, flavoring, sodium nitrite)
#1 BLT Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#4 The Number Four Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#11 Stickball Special Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#12 Cancro Special Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
Chipotle Turkey Sub Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
Pepperoni & Cheese Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
Salami and Cheese Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
California Club Sub Bacon (Mini)	Mini	32.65	2.6	0.92	7.18	124.6	0.03	0	0.03	2.57		(Pork cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite, smoke flavoring) OR (Pork cured with water, less than 2% of salt, sugar, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite) OR (Sliced bacon cured with: water, salt, sugar, sodium phosphate, sodium erythorbate, flavoring, sodium nitrite)
California Club Sub Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
Turkey Club Sub Bacon (Mini)	Mini	32.65	2.6	0.92	7.18	124.6	0.03	0	0.03	2.57		(Pork cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite, smoke flavoring) OR (Pork cured with water, less than 2% of salt, sugar, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite) OR (Sliced bacon cured with: water, salt, sugar, sodium phosphate, sodium erythorbate, flavoring, sodium nitrite)
Turkey Club Sub Bacon (Mini)	Mini	33.56	2.68	0.93	7.41	122.95	0	0	0	2.48		Pork cured with water, salt, sugar, less than 2% of sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite.
#2 Bacon, Egg and Cheese Bacon (Mini)	Mini	97.95	7.8	2.76	21.54	373.8	0.09	0	0.09	7.71		(Pork cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite, smoke flavoring) OR (Pork cured with water, less than 2% of salt, sugar, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite) OR (Sliced bacon cured with: water, salt, sugar, sodium phosphate, sodium erythorbate, flavoring, sodium nitrite)
#6 Halal Roast Beef and Provolone Bacon (Mini)	Mini	0	0	0	0	0	0	0	0	0		
#7 Halal Turkey Breast and Provolone Bacon (Mini)	Mini	0	0	0	0	0	0	0	0	0		
#9 Halal Club Supreme Bacon (Mini)	Mini	0	0	0	0	0	0	0	0	0		
Halal Sliced Buffalo Chicken Sub Bacon (Mini)	Mini	0	0	0	0	0	0	0	0	0		
Chicken Salad Sub Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		NULL
#2 Jersey Shore's Favorite Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#3 Ham and Provolone Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#14 The Veggie Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#5 The Super Sub Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#7 Turkey and Provolone Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#10 Tuna Fish Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#6  Roast Beef and Provolone Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#13 The Original Italian Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#8 Club Sub Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#9 Club Supreme Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#1 BLT Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#4 The Number Four Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#11 Stickball Special Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#12 Cancro Special Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
Chipotle Turkey Sub Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
Pepperoni & Cheese Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
Salami and Cheese Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
California Club Sub Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
California Club Sub Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
Turkey Club Sub Avocado (Mini)	Mini	45.36	4.15	0.6	0	1.99	2.42	1.9	0.19	0.57		
#6 Halal Roast Beef and Provolone Avocado (Mini)	Mini	0	0	0	0	0	0	0	0	0		
#7 Halal Turkey Breast and Provolone Avocado (Mini)	Mini	0	0	0	0	0	0	0	0	0		
#9 Halal Club Supreme Avocado (Mini)	Mini	0	0	0	0	0	0	0	0	0		
Halal Sliced Buffalo Chicken Sub Avocado (Mini)	Mini	0	0	0	0	0	0	0	0	0		
Chicken Salad Sub Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#2 Jersey Shore's Favorite Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#3 Ham and Provolone Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#5 The Super Sub Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#7 Turkey and Provolone Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#10 Tuna Fish Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#6  Roast Beef and Provolone Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#13 The Original Italian Pepperoni (Mini)	Mini	26.51	2.36	0.82	5.29	90.34	0.25	0.03	0.19	1.06		(Pork, beef, salt, dextrose, spices, lactic acid starter culture, oleoresin of paprika, dehydrated garlic, sodium nitrite, BHA*, BHT*, citric acid*) (*BHA, BHT, citric acid added to help protect flavor)
#13 The Original Italian Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#8 Club Sub Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#9 Club Supreme Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#4 The Number Four Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#11 Stickball Special Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#12 Cancro Special Pepperoni (Mini)	Mini	26.51	2.36	0.82	5.29	90.34	0.25	0.03	0.19	1.06		(Pork, beef, salt, dextrose, spices, lactic acid starter culture, oleoresin of paprika, dehydrated garlic, sodium nitrite, BHA*, BHT*, citric acid*) (*BHA, BHT, citric acid added to help protect flavor)
#12 Cancro Special Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
Chipotle Turkey Sub Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
Pepperoni & Cheese Pepperoni (Mini)	Mini	186.27	16.6	5.75	37.16	634.88	1.74	0.21	1.31	7.46		(Pork, beef, salt, dextrose, spices, lactic acid starter culture, oleoresin of paprika, dehydrated garlic, sodium nitrite, BHA*, BHT*, citric acid*) (*BHA, BHT, citric acid added to help protect flavor)
Pepperoni & Cheese Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
Salami and Cheese Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
California Club Sub Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
Turkey Club Sub Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#6 Halal Roast Beef and Provolone Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#7 Halal Turkey Breast and Provolone Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
#9 Halal Club Supreme Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
Halal Sliced Buffalo Chicken Sub Pepperoni (Mini)	Mini	64.19	5.73	2	12.93	234.69	0.45	0.08	0.28	2.69		Pork, beef, salt contains 2% or less of spices, lactic acid starter culture, oleoresin of paprika, sodium erythorbate, sodium nitrite, dehydrated garlic, BHA, BHT, citric acid.
Hot Honey (Mini)	Mini	47.06	0.01	0	0	1.66	11.7	0	11.09	0.04		HONEY, CHILIES, VINEGAR
Chicken Salad (Regular)	Regular	581.96	54.89	8.96	88.77	373.89	2.81	0.39	1.43	20.9	egg	WHITE CHICKEN MEAT, MAYONNAISE (Soybean oil, water, vinegar, egg yolks, eggs, contains 2% or less of sugar, salt, spice, lemon juice concentrate, citric acid, calcium disodium EDTA added to protect flavor) OR (Soybean oil, water, egg yolks, distilled vinegar, sugar, salt, lemon juice concentrate, calcium disodium EDTA (to protect quality), natural flavors, extractives of paprika), Celery, BLACK PEPPER.
Olive Oil Blend (Regular)	Regular	249.9	28	3.36	0	0	0	0	0	0	kosher	Vegetable oil (Soybean oil and/or canola oil, olive oil)
Red Wine Vinegar (Regular)	Regular	3	0	0	0	0	0.6	0.03	0	0		Red wine vinegar, naturally occuring sulfites)
Jalapeño Peppers (Regular)	Regular	4.05	0.05	0	0	265.6	0.85	0.35	0.4	0.1		(Fresh peppers, water, vinegar, salt, calcium chloride, sodium benzoate (preservative), natural flavors, sodium metabisulfite (preservative), turmeric) OR (Jalapeno peppers, water, vinegar, salt, contains less than 2% of the following:  calcium chloride,  sodium benzoate (preservative), natural flavors, polysorbate 80 and sodium metabisulfite (preservative))
Banana Peppers (Regular)	Regular	3.87	0	0	0	252.41	0.9	0.23	0.09	0.09		(Fresh peppers, water, vinegar, salt, calcium chloride, sodium benzoate (preservative), natural flavors, sodium metabisulfite (preservative), turmeric) or (Banana peppers, vinegar, water, salt, contains less than 2% of the following:  sodium benzoate (preservative),  calcuim chloride, sodium metabisulfite (preservative), natural extractives of turmeric, polysorbate 80 and propylene glycol)
Dill Pickles (Regular)	Regular	6.06	0	0	0	779.34	1.32	0.3	0.48	0.36	kosher	(Fresh cucumbers, water, vinegar, salt, calcium chloride, sodium benzoate (preservative), spices, garlic, turmeric, polysorbate 80) OR (Fresh cucumbers, water, vinegar, salt, contains less than 2% of the following:  calcium chloride, sodium benzoate (preservative), natural flavors, polysorbate 80, extractives of turmeric and propylene glycol)
Chicken Salad Sub Yellow Mustard (Regular)	Regular	28.04	1.8	0.12	0.42	510.29	1.92	1.43	0.2	1.77		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
